161 220
 137 220
 162 227
 106 146
 117 142
 103 147
 108 154
  89 115
 108 105
  78 115
  85 116
  95 111
  74  96
  73  96
  84  95
  63  98
  72  92
  74  93
  76  90
  55  81
  61  82
  61  82
  53  77
  54  77
  59  76
  60  76
  44  68
  51  68
  50  81
  44  63
  46  65
  47  64
  46  61
  42  60
  44  55
  45  63
  41  61
  40  56
  41  60
  40  55
