165 204
 140 233
 178 223
 108 152
 114 136
 104 145
 114 150
  86 107
  89 110
  81 121
  86 116
 103 116
  68  96
  76  94
  77  88
  64  93
  72  94
  78  93
  88  97
  54  79
  58  81
  57  74
  52  82
  52  82
  56  81
  64  77
  49  66
  45  64
  48  63
  45  69
  43  67
  48  63
  49  63
  40  58
  42  59
  43  59
  40  58
  43  60
  39  55
  40  57
