x,y,z,v_x,v_y,v_z,yaw,v_yaw,time
-0.662602533213,-0.0371528012419,0.0437284386824,-0.016699770465,-0.0594590620202,-0.00254854582498,-0.00134294314685,0.00361211527452,1665726607899190190
-0.667870440769,-0.0562439767459,0.0427885775023,0.00773774905722,0.0621884171746,-0.00755828062444,-0.00032638612066,-0.00269594393323,1665726608079828318
-0.666953027528,-0.0308076377904,0.0402849034295,-0.002055405064,0.0624836797103,-0.00750205602963,-0.000799385912242,0.00250019623142,1665726608498161824
-0.667619927371,-0.0506182414811,0.040055495414,0.035702498743,0.0395743439245,-0.00573501822479,0.0026666991315,-0.00670830597547,1665726608901341764
-0.656788361832,-0.0388312550928,0.0387562874495,0.00454775610524,-0.036012046436,0.00131737975151,0.000676746779706,0.00531776172532,1665726609098210982
-0.657729207918,-0.0321419661257,0.0420172205837,-0.0164376003484,0.00893162098006,0.0114368929073,-0.000409165797636,-0.00375938412393,1665726609281086675
-0.663389728102,-0.0404210330234,0.0426458143953,-0.0305109978164,-0.0605998280858,-0.000197060385257,4.07843409678e-05,0.00530587066347,1665726609471632292
-0.664230396891,-0.0352131092104,0.0429167818258,-0.0231803447182,-0.0157793252204,0.00213778183871,-0.000760388881707,-0.0026147649839,1665726609704639622
-0.668797412145,-0.0405433991735,0.043738230457,-0.00577062802834,-0.00680282919779,0.000508473440241,-0.00119633489494,-5.79515039871e-05,1665726610228518401
-0.66762161331,-0.0368894115659,0.0421397099772,-0.0131425979675,-0.0262127066818,0.00471694480658,-0.00137032725168,0.00103128771579,1665726610307609840
-0.666316956218,-0.0290130364026,0.0460962877384,0.0181775552669,0.060190297703,0.0131322407427,-0.00164770605423,-0.00332960900907,1665726610899151998
-0.672687207474,-0.0377339101301,0.0520434856205,0.0394759637999,0.0325220756696,-0.0172738986892,-0.00075447177352,-0.0035432175452,1665726611079138050
-0.660458272785,-0.0266579603299,0.0446092502138,0.0278860090781,0.0189824679189,-0.0120081025978,-0.00183412825461,-0.0018584128659,1665726611433371193
-0.667064430345,-0.0379680622354,0.0493620469056,0.00442404965869,0.0160502415043,-0.00313825416257,-0.00100362597647,-0.00310237394829,1665726611645187400
-0.66356661319,-0.0272137102805,0.0453898109076,0.00290049277394,0.021213692448,-0.00401439673805,-0.00256580107395,-0.00566161046193,1665726611833606828
-0.668423290172,-0.0326833575343,0.0479473683326,-0.00200210098973,0.00207976406311,-0.0015298704883,-0.00270890241196,0.000495755893521,1665726612290773654
-0.670008485817,-0.0316778040072,0.0464767925884,-0.0499541403348,-0.0434264791578,0.00231690011482,-0.00178186865662,0.00374193022545,1665726612624515847
-0.668917906801,-0.0268045725499,0.0394151668942,0.0133484043543,-0.00404156146837,-0.00610646647377,-0.00137051364089,0.00654486284493,1665726613056808575
-0.669882425345,-0.0423520047664,0.046146262389,0.0202628534071,-0.0226994461984,0.0111519145653,0.00019271544414,-0.00381981469414,1665726613106021628
-0.651317505008,-0.0163082822212,0.0471533542101,0.00876288419018,0.0367640430452,0.00885490593043,-0.00632010764033,-0.0137222318758,1665726613512375152
-0.681240070617,-0.0150793470321,0.0432788344704,-0.161037064196,-0.0170079983677,-0.0274193543377,-0.0108043136834,-0.0163437205246,1665726613554457506
-0.706477995562,-0.0119731953261,0.040394918441,-0.205779362769,-0.00152624005446,-0.0254262839636,-0.0122934451675,-0.0165611591687,1665726613746740066
-0.713611882669,-0.00638533232099,0.0427296618833,-0.0453618915853,0.0301420185656,0.00905474267664,-0.0136006808946,-0.00850811518604,1665726614052929620
-0.665802923461,-0.0194553689476,0.0448860224935,0.155799800194,-0.0243511146862,0.0175639042595,-0.00305870129618,0.0351839314271,1665726614192114369
-0.672275571085,-0.0178468604593,0.0485519258918,0.151307486038,-0.0263887862654,0.0214059794983,-0.00400446275794,0.0344190829592,1665726614384321320
-0.677228551867,-0.0150929541838,0.0521896281553,0.0397231922134,0.000539861660215,-0.0206589883586,-0.0051549814245,0.00461345030027,1665726614587740215
-0.662154876416,-0.0173863027,0.0421107550106,0.0478229043672,0.0141041081393,-0.0176875893175,-0.00317423519118,0.00243008595488,1665726614742593975
-0.662521562322,-0.00994644957724,0.0455917101559,-0.00240940989089,0.0358945979748,0.0142247164375,-0.00471302291933,-0.00978493315162,1665726614946573581
-0.662115976608,-0.00832906850875,0.0463387708882,0.00379867707417,-0.00757530076478,-0.00321729415933,-0.00494200901478,0.00467409544066,1665726615188632914
-0.645623011355,-0.00504853968791,0.0480649350723,0.0990914688301,0.0434593780509,0.0233902948704,-0.00508319531301,-0.0116666742495,1665726615430116716
-0.627487574941,-0.00206938727102,0.0546024402367,-0.0386206291156,-0.0571226890435,-0.0167779821277,-0.00688601880743,0.00947464695902,1665726615545527051
-0.654130831778,-0.0245381668328,0.0423573355047,-0.0807523129375,-0.0874744929818,-0.0255541734264,-0.0026135822249,0.0120036239918,1665726615868078857
-0.633330846452,-0.0249836259639,0.0503462696453,0.0176562101843,0.0564278452762,0.00254149173746,-0.00629773980012,0.00110403367107,1665726616093629911
-0.648785400206,-0.0100649199424,0.0457738636829,-0.0268050390933,0.0240655146337,-0.00217927637688,-0.00441952415428,0.00209817055185,1665726616430078570
-0.636703357844,-0.0193124598496,0.05178879549,-0.0239391321072,-0.0365267423995,0.0014586872843,-0.00671062359455,0.00626726572603,1665726616508415468
-0.646203228334,-0.0273618123143,0.0502889555151,0.00541907533621,-0.0242050112962,0.00650705231198,-0.00420193969747,0.000713562664575,1665726617032964701
-0.665511252582,-0.020801711491,0.0443322665879,-0.0977225321715,0.0250548359402,-0.0202488032463,-0.00481016183323,-0.00610347373656,1665726617099825846
-0.673871074507,-0.0205819107106,0.0451405599732,-0.0697762689609,0.0018127404181,-0.00375073316146,-0.00733202137248,-0.015794429005,1665726617347927571
-0.683433081116,-0.020264245768,0.0475129619813,-0.0422949610901,-0.00932128833552,0.00355279099393,-0.0109092230829,-0.0144704932799,1665726617622466712
-0.672922491348,-0.0210474860051,0.0437839787503,0.0166414274135,0.00436721852982,-0.00567436640623,-0.00651035645344,0.0109543564117,1665726617713643096
-0.682298352241,-0.021241185263,0.0454821323117,-0.0251619188102,-0.0172370597566,0.00263093983378,-0.00863861044135,-0.00452588195711,1665726617947800039
-0.680895637683,-0.0260162541963,0.0472533911324,0.0792204210023,-0.0131238118537,0.00174410993259,-0.00877131726114,0.0181109860577,1665726618231603412
-0.661908141517,-0.0345441935295,0.0476220808073,0.022399180216,-0.0449384800069,0.00869209863157,-0.00477001656721,-0.000393646023742,1665726618322496565
-0.663511465096,-0.0405850921339,0.0500059448947,0.000348397010566,0.0337224709097,-0.00317759075044,-0.00625120049715,0.00476591314584,1665726618546907941
-0.661360351998,-0.0233087002435,0.0450397670554,0.0150686292212,0.0814642550184,-0.00462318826366,-0.00327754700351,0.00979599699738,1665726618892470604
-0.690855446437,-0.0139976522535,0.0494145385722,-0.0393275139634,-0.0215701562495,-0.0118734932876,-0.0193203266485,-0.0246230607497,1665726619055565151
-0.678127713317,-0.0229842137695,0.0436658525049,-0.0159167482347,-0.0553311326056,-0.0112524252114,-0.013169231779,0.0108896946354,1665726619441367723
-0.740100189356,-0.007640536163,0.0451281660236,0.0814952016607,0.0756317457383,0.013396399613,-0.0279584743947,0.0385884713492,1665726619633703038
-0.679064954499,-0.0151375428652,0.0479641894231,0.186559477868,0.0533336465306,0.0232976258015,-0.00825296217439,0.0532776428627,1665726619865823729
-0.679157858181,-0.00621340166644,0.0523872210848,0.03628381478,-0.0452595432653,-0.00266221203362,-0.0125607215207,0.0182941308109,1665726620090067077
-0.673335286691,-0.0280053020174,0.0478449517772,-0.0131353265035,-0.0544467316446,-0.0052739507768,-0.0041334126272,0.0165604444497,1665726620294037079
-0.678889180754,-0.0385726980677,0.0511166450116,-0.0163106759168,-0.0539672666817,0.00729491019083,-0.00576317818192,-0.00482157938237,1665726620630417969
-0.674487790399,-0.0381061435152,0.0479366139921,0.0775355453385,0.0496380363537,-0.00502655359165,-0.00385492433312,0.00651236566202,1665726620712177972
-0.647395052264,-0.0288458553521,0.0513640750046,0.124377937642,0.0438771004096,0.0121349147375,-0.00497362058841,-0.00262437180808,1665726621037311304
-0.663494896614,-0.0209418180269,0.0423333003514,-0.0985143762529,0.0468944000531,-0.0286906933782,-0.00272697550384,0.00714525029139,1665726621116951318
-0.682901606072,-0.0164026793829,0.0409835748827,-0.122459869338,0.0258390512406,-0.0150895309945,-0.00279135217283,0.000257694136685,1665726621464595545
-0.68771303132,-0.0213269745224,0.0445791886301,0.196736712553,-0.0681257002441,0.0222909575178,-0.0044056225502,0.00296963447667,1665726621697672527
-0.645681312187,-0.04060800422,0.0488117240186,0.0406791088857,-0.0181085911476,0.0108850957351,-0.00362375029904,-0.00499544461139,1665726621942742691
-0.630113076132,-0.0362146786889,0.0524093397304,-0.00493291193301,0.00646144478967,-0.00936480158233,-0.00456163242791,0.00335282777228,1665726622145658527
-0.639254974803,-0.0422369593209,0.0480757590735,0.0301771591341,-0.0855269970139,0.00432805534409,-0.00327352002966,-0.000902024469374,1665726622349874412
-0.623456616041,-0.0672263055756,0.0536343740926,-0.0722258985596,0.0360626019197,-0.00486369494411,-0.00432833845404,0.00316280168786,1665726622633524690
-0.682541737042,-0.060259410401,0.0462908785081,-0.134024165855,-0.113714687202,-0.00635075912783,-0.00472830034147,-0.0105684066969,1665726622886306122
-0.708919881791,-0.0856455595483,0.0469362316857,-0.00460845404947,0.0382136856901,-0.00964822438978,-0.00715531041283,0.00318601468738,1665726623147491869
-0.71241573727,-0.0708065903607,0.040319920553,-0.101618155136,-0.0592917290922,-0.0120960196075,-0.00245028971579,0.0118892948051,1665726623346450614
-0.732569783706,-0.0946432059428,0.0407238442248,0.119294378284,0.0683318538736,0.00380846832333,-0.0017382102212,0.00138739345127,1665726623506402778
-0.67083601078,-0.0457387631747,0.0399679240428,0.160758698189,0.106233540351,0.00491568504021,-0.00193553600997,0.000982080549743,1665726623506402778
-0.670546200129,-0.0552541858722,0.041271178001,0.218657572841,0.109807170624,0.0118723553243,-0.00235481564917,-0.00434133746521,1665726623833351203
-0.666201958807,-0.0766414891821,0.0447883342784,0.0102442772715,-0.113380132164,0.0114489640356,-0.00315491154509,-0.00537866994621,1665726623950759413
-0.663666017071,-0.068318791748,0.0459977537916,0.0453564838856,0.126743141765,0.0109731326088,-0.00332566293232,0.00467915380776,1665726624149665054
-0.653719463035,-0.0402700727324,0.0475152047672,0.0233416112072,0.012801438598,0.00837060056273,-0.00153178588526,0.00482378204745,1665726624464682752
-0.645424721865,-0.0554471329672,0.0506081800082,0.0226906931481,0.0614732028722,-0.0232972628492,-0.000993802202225,-0.00353860213496,1665726624655764063
-0.642475390006,-0.037875468417,0.0427187411345,0.0384940632499,-0.0398337534871,0.00559268116888,-0.00187073745716,0.000831923530608,1665726624944603454
-0.635836383682,-0.0534133990073,0.0473011441567,-0.0242351118069,-0.0428440125375,0.00538852933195,-0.00224933336908,-0.00242764496704,1665726625093766327
-0.671379165935,-0.0358229781608,0.0425426240478,-0.126176874358,0.0172989660285,-0.00645395171632,-0.00355566952031,-0.00914412291962,1665726625429737579
-0.673750049227,-0.0531095793537,0.0460077083123,0.0962013273011,0.0315720014244,0.00441675480939,-0.00527346792834,0.00525331183637,1665726625542182194
-0.641541270907,-0.0315076530488,0.0436481909127,0.136752445646,0.0442001865712,0.00616840972983,-0.00221372035094,0.0106623638171,1665726625836302892
-0.630968279134,-0.0446778200017,0.0473602975237,0.053044358614,-0.0548437484531,0.0117431163257,-0.00277619229928,-0.00499590384708,1665726625916794361
-0.64801339351,-0.0354798767085,0.0443982341832,-0.0550257232928,0.00204376223789,-0.00454284275562,-0.00231284291209,0.00162682838399,1665726626152941477
-0.646277649711,-0.0468739119101,0.045624463359,0.00102863269566,-0.0757725941595,0.00386672368154,-0.00188488744769,0.00626077727175,1665726626356910103
-0.633318012428,-0.0820262994845,0.0500149807119,-0.0964103728832,0.0441016684849,-0.0121650109786,0.00032764082533,-0.0154536734002,1665726626549068381
-0.678574158346,-0.0332243558169,0.0412270447259,-0.143252956657,0.107609562611,-0.0155121219058,-0.00744985665864,-0.0349407200621,1665726626753382868
-0.690792874519,-0.025773617438,0.0425711387594,-0.0451189062456,0.0444595295578,0.00124069557618,-0.0130363963243,-0.0208982328347,1665726626912258566
-0.695357942945,-0.0181838013863,0.0431073716293,-0.0445053246084,0.0476255909942,0.00125313833262,-0.0150878785325,-0.0205984304438,1665726626912258566
-0.697804265212,-0.00906546833705,0.0433909552924,0.0719924417795,0.0789034930349,-0.00381921345865,-0.0162607530901,0.0228538133959,1665726627159923313
-0.673516251785,-0.000597589619972,0.0408468411291,0.161799692978,0.0343885146913,0.0209477980879,-0.00767981396723,-0.00335397255947,1665726627340777427
-0.617716043623,0.00145514021229,0.0492974780783,0.385524812287,-0.0011637634997,0.046748846611,-0.0101782383085,-0.000865443739971,1665726627655788856
