x,y,z,v_x,v_y,v_z,yaw,v_yaw,time
-0.679433694933,-0.0180607156407,0.0443694686169,-0.0983343829744,-0.0918910132348,-0.00631092314319,-0.00477124006064,-0.0249274836686,1665727466921119894
-0.694514528849,-0.0291595785013,0.0441634732388,-0.0765644797239,-0.0500669675917,-0.00243049843216,-0.00870918457935,-0.0206141412489,1665727467113833538
-0.709305344313,-0.0290957962995,0.0450358765266,-0.0570302213608,-0.0186195412887,0.00175795770023,-0.0128825569161,-0.0169707327521,1665727467286450465
-0.712036964238,-0.0315965718838,0.0462852514901,0.0685055359357,0.0394826890938,0.0117938359825,-0.0136746544506,0.0221087538543,1665727467502072239
-0.69381455484,-0.0242483176616,0.0490269893029,-0.0393972415868,-0.0407664948397,0.00401297769654,-0.00780762501571,-0.0128716942372,1665727467732832892
-0.70521883172,-0.0289169065339,0.0515403819247,0.0875258688781,0.0196487014648,-0.00947155924147,-0.0118885190162,0.0201917662593,1665727467916984805
-0.661866784462,-0.0354954028912,0.0479046370115,0.1645758774,-0.0545712731681,0.00218166239258,-0.00174722410562,0.0329075199905,1665727468080527960
-0.645975472725,-0.0530357003635,0.0512051091936,0.0737776727412,-0.0934061045036,0.013134124163,0.000152751238311,0.0100433947186,1665727468455278532
-0.673080626916,-0.0497761153901,0.0463852878052,-0.136710390376,0.0738902177687,-0.020135814062,-0.00040226284168,-0.00843528291302,1665727468670970096
-0.675512476143,-0.0434404063281,0.0481239781595,-0.0303420237343,0.0266512143676,0.00433941928305,-0.00100871422139,-0.00494111528936,1665727468880943377
-0.684372177379,-0.0233694030621,0.0459170037688,-0.0278823807296,0.128024224737,-0.00436308964962,-0.00354243871617,0.00108231351915,1665727469127724894
-0.680289975775,0.00278041304093,0.0506282920358,0.0467718126842,0.0416507303346,0.0151875673427,0.00306287854959,0.0185671239897,1665727469291272717
-0.675568345558,-0.0125336742228,0.0511762388866,-0.15168225987,-0.0988824820122,-0.0129675132594,-0.00129837342301,-0.0444016231857,1665727469671329413
-0.757274019877,-0.00440832786812,0.0457148712847,-0.172862353951,0.0687293553889,-0.00328047485656,-0.0104392663241,-0.00430382456079,1665727469727760303
-0.706542530987,-0.00422012169744,0.0454066175944,0.197257256077,0.0236774127312,0.00364809147596,-0.00403101861427,0.0289358541354,1665727470053125381
-0.69751944076,-0.000719944395998,0.0480682183709,0.137491483814,0.00448903077008,0.00270000602404,-0.0021491685625,0.0154930613449,1665727470083352592
-0.703297872752,0.00440059588433,0.0524224395984,0.0338243525672,-0.0416489557773,-0.00335815919917,-0.00257554882721,-0.00531175578398,1665727470351727099
-0.687457902998,-0.012055606285,0.0447335306696,0.0338475469224,-0.0415920963275,-0.00331530467524,-0.00374284760586,-0.0053101365048,1665727470351727099
-0.689602841589,-0.0105392769704,0.0467174621026,0.0459918473976,-0.0823636467477,-0.00131290389595,-0.00385199972731,-0.00859443215844,1665727470652928290
-0.697229611322,-0.0018622485327,0.0535237757861,-0.0241494232488,0.021276821113,0.0989055451414,-0.0275679144148,-0.159825442846,1665727470871677734
-0.687977137008,0.00604314814189,0.043601025354,0.0374122160782,0.108791398612,0.0363075659194,-0.0283932841656,-0.0513608750919,1665727471010747038
-0.684795808648,0.054679529412,0.0524904621373,0.0465400639918,0.232336026217,0.116302737037,-0.044848853547,-0.0795110699977,1665727471262857226
-0.678102777595,0.0935434345316,0.066349530791,-0.0183318747333,-0.164831750001,-0.0788249239267,-0.0622804108952,0.13024724393,1665727471466700043
-0.690258827732,-0.00478153552926,0.0506656883402,-0.0292153487872,-0.165957154415,-0.0799440535571,-0.00924397434564,0.162235039324,1665727471658286671
-0.681607967446,0.0287797453072,0.0615990911723,0.0235553844794,0.155566197871,0.11038268285,-0.0125421348353,-0.0193181068542,1665727471888397028
-0.692223395517,-0.00634921889602,0.0498299082265,-0.0166283901832,-0.110458521851,-0.101040160518,-0.0012924276992,0.0506446560309,1665727472127061696
-0.679036679621,0.0107545160929,0.0587778266788,0.0130897937442,0.092475683859,0.0642887780415,0.00425424511968,0.0213707071822,1665727472288749312
-0.68639901124,0.0179055886767,0.0625121482218,-0.00790062441637,-0.0324034855557,-0.0343878372741,0.00702190872601,-0.00893483622928,1665727472665076604
-0.675029333469,0.0175375417582,0.0513314417999,0.0234035517111,0.0966623771217,0.0250730209969,-0.000994967872656,-0.00911469261396,1665727472882951611
-0.674454466953,0.0446128243118,0.0582898273804,-0.0138839648305,-0.0675225639286,-0.0328076966084,-0.00179058142981,-0.0104874486655,1665727473078219306
-0.689564105946,0.00357564858965,0.0489094527337,-0.0213339881173,0.0173941519573,0.0285290194246,-0.00972677050665,-0.0228227759887,1665727473460109815
-0.671311284171,-0.00242928058941,0.0485123675643,-0.0173337239263,0.0246254895194,-0.0229787147317,-0.00652851136822,0.0198099414758,1665727473651369610
-0.690099272252,0.014151425587,0.0493742760399,-0.0724140422827,0.0548313156794,0.0113620790959,-0.00421930443032,0.00936556016632,1665727473853670362
-0.687888404952,0.0227194918987,0.0535779592771,0.0418310384806,-0.0799326922389,-0.0189397365891,-0.00733533749926,-0.00891406863705,1665727474046922208
-0.66407477639,-0.00879844527647,0.0498769221572,0.147246533403,-0.0999549839572,-0.00982615521168,-0.0054419060486,0.0122438257986,1665727474263910265
