x,y,z
-1.08764189387,0.0665734924767,-0.0565623872576,
-1.16194091855,0.0806102974593,-0.0640800020638,
-1.23586959025,0.0621600203307,-0.0524544325829,
-1.30255818097,0.0635143211523,-0.0556862449389,
-1.34717836253,0.0831258140239,-0.0602178511148,
-1.43970018933,0.0528405441631,-0.0632878871452,
-1.48712916677,0.0667819276486,-0.0681935854538,
-1.60376135815,0.0334516306986,-0.0536523903835,
-1.64299275693,0.0449590835204,-0.0596723658113,
-1.68016586495,0.0526791443495,-0.0657494448898,
-1.82013126281,0.0494726161204,-0.0655709086067,
-1.90617373682,0.0411842433022,-0.0740191204919,
-2.02845227324,0.0336912896145,-0.0773812334865,
-2.0784613201,0.0553428125933,-0.086838176372,
-2.20976394031,0.0385381560662,-0.0691210269452,
-2.27613608803,0.0577592361588,-0.0805186443319,
-2.35348865727,0.0454186819249,-0.0767738190596,
-2.43243874787,0.0452238445136,-0.0725320907795,
-2.49238891288,0.0509151583172,-0.0810335823359,
-2.58936029677,0.0298312185306,-0.0654056105925,
-2.65027016305,0.0470338067308,-0.0739577479237,
-2.73691797145,0.0154575698479,-0.0629731081122,
-2.80955217766,0.0145944595927,-0.0657165445754,
-2.88629318747,0.0183661146553,-0.0762961923885,
-2.99168524783,0.0226097430445,-0.0720228298185,
-3.08810604082,0.0583181429332,-0.0884385783685,
-3.17103432091,0.0179727440302,-0.0770087214494,
-3.22881557395,0.0105478863938,-0.0880177184101,
-3.33436990349,0.0572590047685,-0.0642102445993,
-3.4070177296,0.0901230271526,-0.0783058267504,
-3.52112963622,0.0916282313598,-0.0687133884366,
-3.58663584443,0.106114268965,-0.0812086899979,
-3.66320604452,0.109052420778,-0.0841938569495,
-3.73619845479,0.0909421134787,-0.0723634376826,
-3.81005639804,0.090124979776,-0.0862491634123,
-3.91237507876,0.0957296289275,-0.0772844642834,
-3.98714580713,0.0869804701415,-0.0906741300515,
-4.0629935911,0.0747522976708,-0.0927645128683,
-4.18009118413,0.055690796202,-0.102511012788,
-4.27026428647,0.0660093146015,-0.0787588707885,
-4.33253761326,0.0691128066024,-0.082966751941,
-4.38408192146,0.0743536235579,-0.0956720038064,
-4.50876758512,0.0233411094248,-0.0916386655363,
-4.5620668637,0.0152164998707,-0.104820083635,
-4.63057897393,0.0415049961389,-0.124190374656,
-4.69820098251,0.0659336607515,-0.0690219946584,
-4.74145233579,0.0924160702014,-0.081008184186,
-4.86096751967,0.0919561762187,-0.0656250980314,
-4.93989688563,0.121500938306,-0.0844816017036,
-5.08491546369,0.204445841011,-0.0832546244137,
-5.16661749707,0.236459202885,-0.104992938758,
-5.24139428175,0.254952189581,-0.0722290522214,
-5.30391158569,0.288372057998,-0.093777539963,
-5.37467204646,0.280477228282,-0.0856364447416,
-5.44195367163,0.268822871485,-0.0754025689069,
-5.50079042212,0.30256687053,-0.0906323442015,
-5.60725784828,0.241969689873,-0.0610683706358,
-5.6814420014,0.240628811824,-0.0810257295308,
-5.75799203083,0.216864683263,-0.0774718689385,
-5.81312358431,0.198404368116,-0.0755058669556,
-5.9467685864,0.18417322313,-0.0787145352657,
-6.00995007963,0.174578588762,-0.0895751603683,
-6.06282019727,0.169534843515,-0.110536806845,
-6.26640290685,0.188630771375,-0.101696371425,
-6.37998535468,0.14992086076,-0.0604708776907,
-6.44995979571,0.151137685099,-0.0802252332726,
-6.51676064943,0.13927599737,-0.0845410461356,
-6.59490444203,0.10603906444,-0.0649231180219,
-6.64432007038,0.0777150090044,-0.0873177194572,
-6.7573098205,0.0704898648837,-0.0926996881462,
-6.8551469094,0.0664705748335,-0.132552914,
-6.9835894268,0.1331346437,-0.181401150363,
-7.06725643994,0.203838166968,-0.219890064003,
-7.12971655646,0.263930982947,-0.126937625816,
-7.16719536904,0.281655665614,-0.144807028232,
-7.28664905231,0.315885631247,-0.103436362787,
-7.34942933824,0.344595363017,-0.104869745553,
-7.40196113532,0.361249580801,-0.121917294181,
-7.53452807314,0.342368425886,-0.074603104592,
-7.61492181438,0.354930073915,-0.104525521946,
-7.73591238793,0.313184025399,-0.140892090314,
-7.81250584618,0.313242073552,-0.171944751845,
-7.90733768797,0.263976252116,-0.158731057369,
-7.98053456545,0.256939490744,-0.189458634389,
-8.0451340789,0.299612491433,-0.211743428842,
-8.16129050934,0.333311901722,-0.178008957948,
-8.2279145265,0.346030695019,-0.163177583671,
-8.31035017227,0.282568790824,-0.0992896211387,
-8.37926477584,0.296803621274,-0.134305063301,
-8.48248865621,0.174333473933,-0.0753621397886,
-8.57036013114,0.139392154695,-0.11180165325,
-8.6889918356,0.157286027257,-0.0566085796671,
-8.77481325088,0.183919801566,-0.0886135874399,
-8.84251284864,0.14413583205,-0.0955167419108,
-8.91011499042,0.106127906988,-0.106277697946,
-8.96929643475,0.115977047206,-0.128628996045,
-9.11447364415,0.0644443325347,-0.0937950754799,
-9.18070766972,0.0523563462806,-0.116845190259,
-9.27297614365,0.0242425821597,-0.0937881134119,
-9.3575089191,0.0480070442503,-0.122930762998,
-9.42362641674,-0.00689295871217,-0.0349352710856,
-9.48540719445,-0.0281501117043,-0.0547342216413,
-9.61594560424,-0.0434713422784,-0.0560937131264,
-9.69445884753,-0.0238784645712,-0.0933338430177,
-9.8123654001,0.0992484508797,-0.0907220739381,
-9.88550363189,0.167078611431,-0.125629474469,
-10.0032733684,0.293251148414,-0.143305100797,
-10.019015081,0.339680541423,-0.154967226702,
-10.0469756922,0.399421161484,-0.173781728017,
-10.1748207673,0.410809383568,-0.184188888028,
-10.2352854396,0.453958951447,-0.228258029094,
-10.3425251713,0.432760086002,-0.252724000439,
-10.3935456371,0.396817016852,-0.30157960709,
-10.4768981633,0.390649028716,-0.307240363235,
-10.577184902,0.384343873342,-0.278263454299,
-10.638388031,0.378231913687,-0.31435328539,
-10.7623723669,0.361399855706,-0.195830278055,
-10.8331933424,0.36574088564,-0.222090944512,
-10.9079562025,0.339916038085,-0.134035258439,
-10.9785866791,0.328293601843,-0.0880780435717,
-11.0466938284,0.319013809965,-0.0894461284414,
-11.1275028745,0.297474549589,-0.0253588638347,
-11.2207002918,0.204490753359,-0.0265009740367,
-11.3416054368,0.216985607271,-0.00190105745263,
-11.4086723879,0.17666345592,-0.00444321132146,
-11.5015482429,0.168370437027,-0.00255886314939,
-11.592446815,0.147254743124,-0.0141725960202,
-11.6736754176,0.0899225236678,-0.0402718977708,
-11.7117967019,0.110330045246,-0.0459664678894,
-11.780875346,0.0335450910722,-0.0874012859011,
-11.9032904671,0.0352870903169,-0.0986597496761,
-11.895135745,0.0494773995901,-0.123848918053,
-11.8873545087,0.0546477719892,-0.0904667011483,
-11.8742429758,0.0384145728586,-0.119481034124,
-11.8839464963,0.069083165155,-0.0702872022724,
-11.8651481261,0.0677247828721,-0.0971869455072,
-11.8643643965,0.0706994595675,-0.104733696571,
-11.8799152564,0.121906523559,-0.0927228274105,
