x,y,colour,time
3.08036613464,1.26404643059,blue,1665727757680742845
6.91377353668,-1.66637635231,yellow,1665727757680742845
6.71991014481,1.1369458437,blue,1665727757680742845
3.14878726006,-1.65849339962,yellow,1665727757680742845
9.14749240875,0.811899721622,blue,1665727757680742845
9.43628025055,-1.50593411922,yellow,1665727757680742845
3.09330964088,1.26986479759,blue,1665727758278656922
6.91756677628,-1.67248404026,yellow,1665727758278656922
6.73243665695,1.13143002987,blue,1665727758278656922
3.15262746811,-1.65287578106,yellow,1665727758278656922
9.15899276733,0.798825144768,blue,1665727758278656922
3.05603694916,1.24722659588,blue,1665727758874238767
6.92598485947,-1.63477468491,yellow,1665727758874238767
6.69688796997,1.16588830948,blue,1665727758874238767
3.16120171547,-1.67422163486,yellow,1665727758874238767
9.12836265564,0.87138479948,blue,1665727758874238767
9.44627285004,-1.44263505936,yellow,1665727758874238767
3.09008216858,1.27553617954,blue,1665727759528466120
6.94265842438,-1.62964272499,yellow,1665727759528466120
3.17770218849,-1.6464933157,yellow,1665727759528466120
6.93930196762,-1.63657224178,yellow,1665727760316161720
3.10121178627,1.22099506855,blue,1665727760741550775
6.91496133804,-1.72725856304,yellow,1665727760741550775
3.09672832489,1.26150286198,blue,1665727761501674961
6.97932386398,-1.65487980843,yellow,1665727761501674961
9.4700422287,-1.46821177006,yellow,1665727761501674961
6.9684920311,-1.65536904335,yellow,1665727761931323015
9.46099567413,-1.48274159431,yellow,1665727761931323015
6.91003894806,-1.70329594612,yellow,1665727762673957820
9.40253543854,-1.54302406311,yellow,1665727762673957820
3.06247210503,1.23650658131,blue,1665727763272650889
4.92312669754,-1.67419743538,yellow,1665727763272650889
3.07045650482,1.26315712929,blue,1665727763867643339
6.91279888153,-1.65546429157,yellow,1665727763867643339
6.70854330063,1.14701747894,blue,1665727763910033114
3.13940906525,-1.65560460091,yellow,1665727763910033114
9.13613700867,0.830246090889,blue,1665727763910033114
9.43345451355,-1.48645615578,yellow,1665727763910033114
3.07304263115,1.26598441601,blue,1665727764331402201
6.91028547287,-1.65944683552,yellow,1665727764331402201
6.71103048325,1.14339506626,blue,1665727764331402201
3.13678312302,-1.65289747715,yellow,1665727764331402201
9.13813018799,0.822320103645,blue,1665727764331402201
9.43131828308,-1.49490761757,yellow,1665727764331402201
3.0743124485,1.26369810104,blue,1665727764945567629
6.92484140396,-1.64398169518,yellow,1665727764945567629
6.71431779861,1.1581363678,blue,1665727764945567629
3.16011381149,-1.65837752819,yellow,1665727764945567629
9.14363670349,0.847461700439,blue,1665727764945567629
9.44618988037,-1.46861624718,yellow,1665727764945567629
3.1082983017,1.29059898853,blue,1665727765654831732
6.94105100632,-1.63995361328,yellow,1665727765654831732
6.71901369095,1.15788459778,blue,1665727765654831732
3.16495060921,-1.62893021107,yellow,1665727765654831732
9.17493915558,0.83494913578,blue,1665727765664933303
9.46292495728,-1.48298597336,yellow,1665727765664933303
3.04821634293,1.26246130466,blue,1665727766126743323
6.89833116531,-1.64572191238,yellow,1665727766126743323
6.68824386597,1.1564334631,blue,1665727766126743323
3.12330436707,-1.65488255024,yellow,1665727766126743323
9.1175403595,0.845446884632,blue,1665727766126743323
9.41973400116,-1.47067844868,yellow,1665727766126743323
3.05604553223,1.17327797413,blue,1665727766731767430
6.83313941956,-1.82723736763,yellow,1665727766731767430
6.66369390488,0.974267840385,blue,1665727766731767430
3.06856131554,-1.75003218651,yellow,1665727766731767430
9.11305522919,0.605316400528,blue,1665727766731767430
9.35744857788,-1.71760833263,yellow,1665727766731767430
3.0245051384,1.21491754055,blue,1665727767327015055
6.83608818054,-1.74475944042,yellow,1665727767327015055
6.66266489029,1.05990219116,blue,1665727767327015055
3.07148647308,-1.70946550369,yellow,1665727767327015055
9.08766841888,0.71719032526,blue,1665727767327015055
3.07665991783,1.27150666714,blue,1665727767931847130
6.91294384003,-1.65638327599,yellow,1665727767931847130
6.71619558334,1.14673781395,blue,1665727767931847130
3.13731884956,-1.64793944359,yellow,1665727767931847130
9.14410686493,0.824195086956,blue,1665727767931847130
3.0579688549,1.27980923653,blue,1665727768535538946
6.89361429214,-1.64763712883,yellow,1665727768535538946
6.6975903511,1.1555325985,blue,1665727768535538946
3.12864351273,-1.64267539978,yellow,1665727768535538946
9.12541007996,0.832370221615,blue,1665727768535538946
3.03909802437,1.19504094124,blue,1665727769130986266
6.84218549728,-1.77577972412,yellow,1665727769130986266
6.67697668076,1.0293712616,blue,1665727769130986266
3.07750749588,-1.7294601202,yellow,1665727769130986266
9.10109138489,0.679559230804,blue,1665727769130986266
3.03358125687,1.24456274509,blue,1665727769678986086
6.86621570587,-1.6881005764,yellow,1665727769678986086
6.67295360565,1.11526489258,blue,1665727769678986086
3.10124397278,-1.67941474915,yellow,1665727769678986086
9.10045814514,0.78970092535,blue,1665727769678986086
3.07352972031,1.34387040138,blue,1665727770333788176
6.9502415657,-1.52838385105,yellow,1665727770333788176
6.68589496613,1.26577413082,blue,1665727770333788176
3.18504810333,-1.57876205444,yellow,1665727770333788176
9.14646339417,0.980015516281,blue,1665727770333788176
3.09776353836,1.26221942902,blue,1665727771135066517
6.94216632843,-1.65499401093,yellow,1665727771135066517
6.70909738541,1.14450907707,blue,1665727771135066517
3.16694974899,-1.65668857098,yellow,1665727771135066517
9.16641044617,0.831781029701,blue,1665727771135066517
3.09355926514,1.24428749084,blue,1665727771730084503
6.92027997971,-1.65973973274,yellow,1665727771730084503
3.16296505928,-1.66458308697,yellow,1665727771730084503
6.68668222427,1.13183999062,blue,1665727771730084503
9.13292980194,0.821022510529,blue,1665727771730084503
3.10050272942,1.28408944607,blue,1665727772460464167
6.87970781326,-1.61525118351,yellow,1665727772460464167
3.14901971817,-1.61182701588,yellow,1665727772460464167
6.68349933624,1.16619443893,blue,1665727772460464167
9.11896133423,0.845068156719,blue,1665727772460464167
3.15634655952,1.26767206192,blue,1665727772930893379
3.17388701439,-1.61122810841,yellow,1665727772930893379
6.87158346176,-1.61063981056,yellow,1665727772930893379
6.73138713837,1.16833102703,blue,1665727772930893379
9.14700222015,0.855937480927,blue,1665727772930893379
3.1415977478,1.25891458988,blue,1665727773535143057
3.13422513008,-1.59713947773,yellow,1665727773535143057
6.83414554596,-1.61586034298,yellow,1665727773535143057
6.73202419281,1.171028018,blue,1665727773535143057
9.16464805603,0.85394346714,blue,1665727773535143057
9.37003326416,-1.45818817616,yellow,1665727773535143057
6.80335092545,-1.61427104473,yellow,1665727774254328312
3.13114595413,-1.59191286564,yellow,1665727774254328312
3.12419009209,1.23375284672,blue,1665727774254328312
6.6325097084,1.15623676777,blue,1665727774254328312
9.14231586456,0.847933828831,blue,1665727774254328312
6.95118284225,1.14830052853,blue,1665727774725621265
7.08683156967,-1.71586346626,yellow,1665727774725621265
3.22322487831,1.21247494221,blue,1665727774725621265
3.19006037712,-1.65340411663,yellow,1665727774725621265
9.61779785156,0.809890091419,blue,1665727774725621265
9.73661899567,-1.56827950478,yellow,1665727774725621265
7.17094564438,1.15577232838,blue,1665727775661636677
3.27795505524,1.21917045116,blue,1665727775661636677
3.14388680458,-1.63481688499,yellow,1665727775661636677
7.06111240387,-1.74514341354,yellow,1665727775661636677
9.83695316315,-1.62035489082,yellow,1665727775661636677
9.75780010223,0.786047637463,blue,1665727775661636677
7.27631425858,1.19414234161,blue,1665727776322025706
3.24849462509,-1.63217103481,yellow,1665727776322025706
7.19590377808,-1.72920382023,yellow,1665727776322025706
3.35414004326,1.21157491207,blue,1665727776322025706
10.0017051697,-1.5968132019,yellow,1665727776322025706
9.99831485748,0.835316717625,blue,1665727776332212732
3.36872076988,1.2012141943,blue,1665727776726386643
3.23919415474,-1.61094510555,yellow,1665727776726386643
7.23424434662,1.21002459526,blue,1665727776726386643
7.20199632645,-1.71302843094,yellow,1665727776726386643
10.0519323349,-1.58735096455,yellow,1665727776726386643
10.0152292252,0.857481658459,blue,1665727776726386643
3.40129470825,1.17278182507,blue,1665727777330606677
7.31510829926,-1.73232126236,yellow,1665727777330606677
10.1356105804,0.870858252048,blue,1665727777330606677
7.24647951126,1.22257781029,blue,1665727777330606677
10.207906723,-1.60228574276,yellow,1665727777330606677
3.29569458961,-1.62465643883,yellow,1665727777330606677
3.38456964493,1.1067647934,blue,1665727777926802685
10.0502891541,0.824700593948,blue,1665727777926802685
7.25906181335,1.19528102875,blue,1665727777926802685
7.23289823532,-1.75551700592,yellow,1665727777926802685
10.1619586945,-1.65801382065,yellow,1665727777926802685
3.28438305855,-1.60982644558,yellow,1665727777926802685
3.38216638565,1.17074680328,blue,1665727778849736894
10.1695156097,1.0104496479,blue,1665727778849736894
7.27152633667,1.33943605423,blue,1665727778849736894
3.31910657883,-1.559491992,yellow,1665727778849736894
7.31049442291,-1.6465691328,yellow,1665727778849736894
10.3206996918,-1.49907672405,yellow,1665727778849736894
3.39848685265,1.07411539555,blue,1665727779270845716
7.16864061356,1.20017933846,blue,1665727779270845716
10.0360746384,0.840719163418,blue,1665727779270845716
10.1952342987,-1.64673042297,yellow,1665727779270845716
3.30557370186,-1.59711158276,yellow,1665727779270845716
7.24826192856,-1.76420509815,yellow,1665727779270845716
3.35523200035,1.02201139927,blue,1665727779874324733
9.87464618683,0.824713647366,blue,1665727779874324733
7.0076584816,1.17499339581,blue,1665727779874324733
3.2750017643,-1.5912065506,yellow,1665727779874324733
9.99018478394,-1.63882470131,yellow,1665727779874324733
7.05137681961,-1.74749839306,yellow,1665727779874324733
3.44565176964,1.06747853756,blue,1665727780519817570
3.35602426529,-1.53848493099,yellow,1665727780519817570
9.99673080444,0.922192215919,blue,1665727780519817570
7.05552768707,1.24701738358,blue,1665727780652644406
7.08821725845,-1.66908061504,yellow,1665727780652644406
9.97698879242,-1.53755998611,yellow,1665727780652644406
3.4777071476,1.04496634007,blue,1665727781125561537
3.3784763813,-1.56050467491,yellow,1665727781125561537
10.1995887756,0.930614352226,blue,1665727781125561537
7.19718027115,1.26401865482,blue,1665727781125561537
10.2514429092,-1.58059692383,yellow,1665727781125561537
7.22077322006,-1.72319555283,yellow,1665727781125561537
3.52014017105,1.04559314251,blue,1665727781730807833
3.39363312721,-1.55296087265,yellow,1665727781730807833
10.4414539337,0.92882925272,blue,1665727781730807833
10.4077348709,-1.61799609661,yellow,1665727781730807833
7.38904762268,1.28373575211,blue,1665727781730807833
7.27792692184,-1.7376806736,yellow,1665727781730807833
3.46568346024,-1.59963929653,yellow,1665727782467385942
3.58605670929,1.02034497261,blue,1665727782467385942
10.635351181,0.899732589722,blue,1665727782477458443
10.625752449,-1.68824243546,yellow,1665727782477458443
7.40138626099,-1.79920482635,yellow,1665727782477458443
7.48388671875,1.2598553896,blue,1665727782477458443
10.6898794174,0.935769200325,blue,1665727783073775612
3.48959231377,-1.58811402321,yellow,1665727783073775612
3.61753964424,1.02861130238,blue,1665727783073775612
10.6415758133,-1.6622004509,yellow,1665727783073775612
7.52699804306,1.29181230068,blue,1665727783073775612
7.395860672,-1.76602506638,yellow,1665727783073775612
3.60151767731,1.00300657749,blue,1665727783525748882
10.7879962921,0.949781060219,blue,1665727783525748882
10.7836503983,-1.67362987995,yellow,1665727783525748882
7.56387042999,1.30686414242,blue,1665727783525748882
3.5042257309,-1.626278162,yellow,1665727783525748882
7.4610414505,-1.7863997221,yellow,1665727783525748882
10.7402915955,0.856506824493,blue,1665727783928413626
3.41480398178,-1.7054567337,yellow,1665727783928413626
7.49901580811,1.22811090946,blue,1665727783928413626
3.53356432915,0.942528545856,blue,1665727783928413626
7.37401676178,-1.87119817734,yellow,1665727783928413626
10.6417999268,-1.76492011547,yellow,1665727783928413626
10.5795698166,1.02450418472,blue,1665727784532582820
7.35963392258,1.35955047607,blue,1665727784532582820
3.39106607437,-1.60228359699,yellow,1665727784532582820
7.24093294144,-1.70006394386,yellow,1665727784532582820
3.51364612579,1.06919825077,blue,1665727784532582820
10.4679317474,-1.57586622238,yellow,1665727784532582820
7.21139478683,-1.72659635544,yellow,1665727785126925884
10.4088058472,0.965366065502,blue,1665727785126925884
10.4015665054,-1.60776436329,yellow,1665727785126925884
3.42486524582,-1.6688170433,yellow,1665727785126925884
7.25057935715,1.29190337658,blue,1665727785126925884
10.4306488037,0.854161441326,blue,1665727785733668712
7.12842035294,-1.80884051323,yellow,1665727785733668712
10.3244781494,-1.7200731039,yellow,1665727785733668712
7.26629161835,1.20471549034,blue,1665727785733668712
3.36362791061,-1.76785326004,yellow,1665727785733668712
10.5100927353,0.964933335781,blue,1665727786327008590
7.1451125145,-1.73974382877,yellow,1665727786327008590
7.32244920731,1.29056656361,blue,1665727786327008590
10.3889436722,-1.62943649292,yellow,1665727786327008590
7.13225650787,-1.71103715897,yellow,1665727786921920666
7.26118278503,1.28617691994,blue,1665727786921920666
10.4468612671,0.967974841595,blue,1665727786921920666
10.3851823807,-1.61025047302,yellow,1665727786921920666
7.19319391251,1.26014208794,blue,1665727787537750052
10.3188714981,0.947888255119,blue,1665727787537750052
7.05384016037,-1.69555771351,yellow,1665727787537750052
10.2819681168,-1.60752987862,yellow,1665727787537750052
7.30405092239,1.27233886719,blue,1665727788124340056
10.6093139648,0.95952552557,blue,1665727788124340056
7.18392419815,-1.75935745239,yellow,1665727788124340056
10.5390319824,-1.66723775864,yellow,1665727788124340056
7.20850038528,1.29083263874,blue,1665727788728300047
10.4598207474,1.00234341621,blue,1665727788728300047
7.10878181458,-1.70722937584,yellow,1665727788728300047
10.4779090881,-1.60642540455,yellow,1665727788728300047
7.2916727066,1.33289885521,blue,1665727789477429246
10.6591768265,1.03869736195,blue,1665727789477429246
7.16933631897,-1.71318185329,yellow,1665727789477429246
10.5393562317,-1.60071611404,yellow,1665727789477429246
7.44698476791,1.31911885738,blue,1665727789930711836
10.8473234177,1.00174558163,blue,1665727789930711836
7.19329166412,-1.73731303215,yellow,1665727789930711836
10.6075305939,-1.65605044365,yellow,1665727789930711836
7.4669470787,1.31814670563,blue,1665727790732273864
7.19068384171,-1.74712395668,yellow,1665727790732273864
10.9757089615,1.00675785542,blue,1665727790732273864
10.697687149,-1.67682468891,yellow,1665727790732273864
7.08126735687,-1.7255975008,yellow,1665727791082383835
10.7752981186,0.969135522842,blue,1665727791082383835
10.5467729568,-1.68775117397,yellow,1665727791082383835
7.37677717209,1.30174398422,blue,1665727791082383835
11.030046463,0.976657509804,blue,1665727791735258297
7.21255636215,-1.76372373104,yellow,1665727791735258297
7.46101284027,1.29752278328,blue,1665727791735258297
10.8293523788,-1.73184239864,yellow,1665727791735258297
11.2693567276,0.99463570118,blue,1665727792333321571
11.0272512436,-1.76457977295,yellow,1665727792333321571
7.54638767242,1.32044947147,blue,1665727792333321571
7.2722902298,-1.79183471203,yellow,1665727792333321571
7.46269226074,1.30216109753,blue,1665727792937165112
10.7604789734,-1.71898126602,yellow,1665727792937165112
11.0731916428,0.998651087284,blue,1665727792937165112
7.13513803482,-1.74657762051,yellow,1665727792937165112
7.42525959015,1.29170680046,blue,1665727793531359166
7.02181100845,-1.71740365028,yellow,1665727793531359166
10.5878696442,-1.70166373253,yellow,1665727793531359166
10.9357595444,0.991035163403,blue,1665727793531359166
7.34462881088,1.26634168625,blue,1665727794137259834
7.05834293365,-1.70155525208,yellow,1665727794137259834
10.8778867722,0.993902266026,blue,1665727794137259834
10.5584516525,-1.68218994141,yellow,1665727794137259834
7.49384641647,1.2782920599,blue,1665727794876255343
7.1359128952,-1.73976778984,yellow,1665727794876255343
11.1591911316,0.997103989124,blue,1665727794876255343
10.7600851059,-1.73974609375,yellow,1665727794876255343
7.42501211166,1.30329453945,blue,1665727795531563974
7.05419635773,-1.68262481689,yellow,1665727795531563974
11.0924062729,1.0486061573,blue,1665727795531563974
10.7322254181,-1.6862937212,yellow,1665727795531563974
7.47521305084,1.3132443428,blue,1665727796127359870
7.0624871254,-1.66323757172,yellow,1665727796127359870
11.1619567871,1.05651891232,blue,1665727796127359870
10.6720962524,-1.67097628117,yellow,1665727796127359870
7.43214511871,1.31442451477,blue,1665727796866580071
11.1305084229,1.1090337038,blue,1665727796866580071
7.01918745041,-1.63958871365,yellow,1665727796866580071
10.7041110992,-1.64299726486,yellow,1665727796866580071
7.40650939941,1.27361404896,blue,1665727798056464556
11.2001819611,1.05215573311,blue,1665727798056464556
7.06044960022,-1.70030510426,yellow,1665727798056464556
10.8117599487,-1.74024856091,yellow,1665727798056464556
7.4470872879,1.25510120392,blue,1665727798661100142
11.2524805069,1.05104386806,blue,1665727798661100142
7.17126846313,-1.68723750114,yellow,1665727798661100142
10.9410171509,-1.74656748772,yellow,1665727798661100142
11.1769275665,1.07714354992,blue,1665727799257695172
7.05179452896,-1.65096175671,yellow,1665727799257695172
10.7563619614,-1.71122264862,yellow,1665727799257695172
7.38194894791,1.2399187088,blue,1665727799257695172
7.34441518784,1.19821822643,blue,1665727799728100767
11.1077508926,1.05937051773,blue,1665727799728100767
10.7603664398,-1.73268818855,yellow,1665727799728100767
7.04893350601,-1.65259766579,yellow,1665727799728100767
7.28430843353,1.1932438612,blue,1665727800334049520
7.05015516281,-1.60662662983,yellow,1665727800334049520
10.6847066879,-1.6408867836,yellow,1665727800334049520
11.026676178,1.13978874683,blue,1665727800334049520
7.33690690994,1.25580430031,blue,1665727801074124314
11.2179288864,1.18803942204,blue,1665727801074124314
10.891992569,-1.66139113903,yellow,1665727801084232993
7.07551145554,-1.58775115013,yellow,1665727801084232993
7.07704591751,-1.56859302521,yellow,1665727801648281363
7.29833364487,1.21635735035,blue,1665727801648281363
11.0878868103,1.19349861145,blue,1665727801648281363
10.7653284073,-1.61820268631,yellow,1665727801648281363
7.41600894928,1.15704786777,blue,1665727802137500777
10.8646230698,-1.74388551712,yellow,1665727802137500777
11.2932834625,1.10206699371,blue,1665727802137500777
7.1389503479,-1.6240259409,yellow,1665727802137500777
11.0180358887,-1.75294780731,yellow,1665727802879071633
11.3964118958,1.14113879204,blue,1665727802879071633
7.44524765015,1.16391706467,blue,1665727802879071633
7.16956567764,-1.60625720024,yellow,1665727802879071633
7.46736431122,1.15516650677,blue,1665727803462904978
11.4821557999,1.1687335968,blue,1665727803462904978
11.3118038177,-1.79425108433,yellow,1665727803462904978
7.2737326622,-1.6281632185,yellow,1665727803462904978
7.55169534683,1.13737618923,blue,1665727804058062979
11.3702344894,-1.85869479179,yellow,1665727804058062979
7.30678510666,-1.67189395428,yellow,1665727804058062979
11.5874176025,1.13528907299,blue,1665727804058062979
7.55126237869,1.1282286644,blue,1665727804528328957
7.39768505096,-1.68864488602,yellow,1665727804528328957
11.7575912476,1.2058390379,blue,1665727804528328957
11.5955581665,-1.85814452171,yellow,1665727804528328957
7.52685976028,1.09826314449,blue,1665727805133089048
7.3616476059,-1.6245714426,yellow,1665727805133089048
11.5181913376,1.21721291542,blue,1665727805133089048
11.3149175644,-1.77592122555,yellow,1665727805133089048
